question,intent_label
Can people with high blood pressure eat kiwi?,HEALTH_ADVICE
Is whole wheat bread good for kidney disease? How much sugar does it contain?,BOTH
Should I avoid white bread if I have celiac disease?,HEALTH_ADVICE
What makes grapes suitable or unsuitable for gluten intolerance based on its omega-3 fatty acids?,BOTH
Does kidney beans have a lot of magnesium?,NUTRITION_LOOKUP
Does pork loin have enough omega-3 fatty acids to help with gluten intolerance?,BOTH
Can people with insomnia eat blueberries?,HEALTH_ADVICE
What is the nutritional value of soybeans in terms of saturated fat?,NUTRITION_LOOKUP
How rich is beef in iron?,NUTRITION_LOOKUP
Can the riboflavin in celery benefit gout attacks patients?,BOTH
How does the protein in almonds compare to the daily requirement?,NUTRITION_LOOKUP
Are grains good for someone with gout?,HEALTH_ADVICE
How does white bread's sugar level relate to arthritis?,BOTH
Should I avoid peanuts if I have arthritis?,HEALTH_ADVICE
What is the exact sugar in half a cup cucumber?,NUTRITION_LOOKUP
Can eating tomatoes help with metabolic syndrome?,HEALTH_ADVICE
Can barley help control metabolic syndrome because of its zinc?,BOTH
Does sunflower seeds have enough omega-3 fatty acids to help with iron-deficiency anemia?,BOTH
Best foods for managing gout attacks?,HEALTH_ADVICE
What eating habits help manage gout?,HEALTH_ADVICE
How does the carbohydrates in carrots compare to the daily requirement?,NUTRITION_LOOKUP
What proteins are best for a person with irritable bowel syndrome?,HEALTH_ADVICE
How many grams of protein are in carrots?,NUTRITION_LOOKUP
What should I eat if I have osteoporosis?,HEALTH_ADVICE
What should I eat if I have low blood pressure?,HEALTH_ADVICE
Is olive oil recommended or not recommended for gestational diabetes?,HEALTH_ADVICE
How many folate are in one tablespoon of dark chocolate?,NUTRITION_LOOKUP
How much sodium is there in one tablespoon of tofu?,NUTRITION_LOOKUP
Is one cup of turkey breast too much folate for a obesity patient?,BOTH
How does strawberries's iron level relate to celiac disease?,BOTH
Best foods for managing high cholesterol?,HEALTH_ADVICE
How many iron are in shrimp and is it safe for anemia?,BOTH
What fruits are safe for elevated LDL cholesterol patients?,HEALTH_ADVICE
What is the sugar content of edamame?,NUTRITION_LOOKUP
Are grains good for someone with lactose intolerance?,HEALTH_ADVICE
Can the vitamin A in carrots benefit rheumatoid arthritis patients?,BOTH
How should someone with low blood pressure adjust their diet?,HEALTH_ADVICE
I need the niacin count for onions.,NUTRITION_LOOKUP
How much niacin does kidney beans contain per serving?,NUTRITION_LOOKUP
What is the best diet for controlling celiac disease?,HEALTH_ADVICE
Is quinoa recommended or not recommended for high blood pressure?,HEALTH_ADVICE
How much protein does edamame contain per serving?,NUTRITION_LOOKUP
What makes coconut oil suitable or unsuitable for celiac disease based on its selenium?,BOTH
What is the vitamin D breakdown for white rice?,NUTRITION_LOOKUP
What is the vitamin D in shrimp and is it good for high blood pressure?,BOTH
Are there foods that worsen osteoporosis?,HEALTH_ADVICE
What proteins are best for a person with arthritis?,HEALTH_ADVICE
Can black beans help control polycystic ovary syndrome because of its saturated fat?,BOTH
Which foods are beneficial for people with high cholesterol?,HEALTH_ADVICE
How much fiber is in half a cup of garlic and is that good for PCOS?,BOTH
Can skim milk help control gluten intolerance because of its calories?,BOTH
Are grains good for someone with anemia?,HEALTH_ADVICE
How many phosphorus are in cucumber and is it safe for kidney disease?,BOTH
How much folate is in one ounce of mozzarella and is that good for hypothyroidism?,BOTH
Can you tell me the vitamin A in half a cup of grapes?,NUTRITION_LOOKUP
What foods should people with iron-deficiency anemia avoid?,HEALTH_ADVICE
Are grains good for someone with acid reflux?,HEALTH_ADVICE
What is the nutritional value of duck in terms of vitamin D?,NUTRITION_LOOKUP
Does kiwi have enough magnesium to help with fatty liver disease?,BOTH
What is a healthy diet for someone with high cholesterol?,HEALTH_ADVICE
What is the omega-6 fatty acids in potatoes and is it good for gluten intolerance?,BOTH
What makes blueberries suitable or unsuitable for type 1 diabetes based on its fiber?,BOTH
Should someone with type 1 diabetes limit dairy intake?,HEALTH_ADVICE
What is the potassium macro for cod?,NUTRITION_LOOKUP
What is the zinc content of mango?,NUTRITION_LOOKUP
What is the nutritional value of celery in terms of vitamin A?,NUTRITION_LOOKUP
How many grams of sugar are in black beans?,NUTRITION_LOOKUP
What role does the vitamin A in blueberries play for people with high cholesterol?,BOTH
Is barley high in vitamin D?,NUTRITION_LOOKUP
What is a healthy diet for someone with diabetes?,HEALTH_ADVICE
What is the zinc breakdown for flaxseeds?,NUTRITION_LOOKUP
I need the calcium count for barley.,NUTRITION_LOOKUP
Is it safe to eat kiwi with coronary artery disease?,HEALTH_ADVICE
Is spinach high in potassium?,NUTRITION_LOOKUP
What is the phosphorus breakdown for white rice?,NUTRITION_LOOKUP
What is the total folate per a medium portion of oats?,NUTRITION_LOOKUP
How many grams of selenium are in sunflower seeds?,NUTRITION_LOOKUP
Is the iron content of flaxseeds beneficial or harmful for anxiety?,BOTH
Is mozzarella recommended or not recommended for celiac disease?,HEALTH_ADVICE
What foods help reduce symptoms of inflammatory bowel disease?,HEALTH_ADVICE
Are grains good for someone with osteoporosis?,HEALTH_ADVICE
What is the total carbohydrates per 200 calories worth of potatoes?,NUTRITION_LOOKUP
What is the sugar in chickpeas and is it good for PCOS?,BOTH
Can the vitamin B12 in grapes benefit low blood pressure patients?,BOTH
Which foods are beneficial for people with diabetes?,HEALTH_ADVICE
Can celiac disease patients eat peanut butter? What is the cholesterol content?,BOTH
Is cucumber good for PCOS? How much vitamin C does it contain?,BOTH
Give me the sugar value for two tablespoons of kale.,NUTRITION_LOOKUP
Best foods for managing arthritis?,HEALTH_ADVICE
I need the thiamine count for spinach.,NUTRITION_LOOKUP
What is a healthy diet for someone with coronary artery disease?,HEALTH_ADVICE
Is beets recommended for diabetes? What is its calories content per serving?,BOTH
How does almond butter's cholesterol level relate to elevated LDL cholesterol?,BOTH
What is the nutritional value of chicken breast in terms of fiber?,NUTRITION_LOOKUP
Can the protein in coconut oil benefit kidney disease patients?,BOTH
What is the total cholesterol per a handful of of beef?,NUTRITION_LOOKUP
Is white bread high in phosphorus and beneficial for polycystic ovary syndrome?,BOTH
What foods should people with PCOS avoid?,HEALTH_ADVICE
How does eating tilapia affect lactose intolerance given its high carbohydrates content?,BOTH
How many grams of iron are in brown rice?,NUTRITION_LOOKUP
How many selenium are in quinoa and is it safe for hyperthyroidism?,BOTH
Is white rice recommended for type 2 diabetes? What is its omega-6 fatty acids content per serving?,BOTH
Can you tell me the riboflavin in a handful of of Greek yogurt?,NUTRITION_LOOKUP
What is the vitamin A breakdown for apples?,NUTRITION_LOOKUP
How does eating oats affect GERD given its high selenium content?,BOTH
I need the riboflavin count for peaches.,NUTRITION_LOOKUP
What are the omega-6 fatty acids levels in salmon?,NUTRITION_LOOKUP
How rich is eggs in calories?,NUTRITION_LOOKUP
What is the saturated fat macro for whole wheat bread?,NUTRITION_LOOKUP
Is lamb high in phosphorus and beneficial for metabolic syndrome?,BOTH
What is a healthy diet for someone with irritable bowel syndrome?,HEALTH_ADVICE
What should I eat if I have anemia?,HEALTH_ADVICE
What vegetables are recommended for high blood pressure?,HEALTH_ADVICE
Should someone with insomnia eat brown rice given its omega-6 fatty acids content?,BOTH
Diet recommendations for polycystic ovary syndrome patients?,HEALTH_ADVICE
Can lobster help control hypothyroidism because of its calories?,BOTH
How does bell peppers's folate level relate to hyperthyroidism?,BOTH
Is salmon recommended for gout attacks? What is its selenium content per serving?,BOTH
What is the nutritional value of eggs in terms of iron?,NUTRITION_LOOKUP
How many grams of fiber are in soybeans?,NUTRITION_LOOKUP
Should someone with gestational diabetes limit dairy intake?,HEALTH_ADVICE
Is it safe to eat pineapple with fatty liver disease?,HEALTH_ADVICE
What is the total cholesterol per one piece of lentils?,NUTRITION_LOOKUP
Are there foods that worsen rheumatoid arthritis?,HEALTH_ADVICE
What are the total fat levels in watermelon?,NUTRITION_LOOKUP
How does walnuts's cholesterol level relate to obesity?,BOTH
Is quinoa a good source of vitamin B12 for people with polycystic ovary syndrome?,BOTH
Give me the carbohydrates value for a small bowl of green peas.,NUTRITION_LOOKUP
Is lentils recommended for low blood pressure? What is its zinc content per serving?,BOTH
Can strawberries help control type 1 diabetes because of its sodium?,BOTH
Is eggs recommended or not recommended for inflammatory bowel disease?,HEALTH_ADVICE
How does eating watermelon affect obesity given its high potassium content?,BOTH
What makes lobster suitable or unsuitable for high cholesterol based on its folate?,BOTH
Which foods are beneficial for people with hyperthyroidism?,HEALTH_ADVICE
What is the saturated fat content of sweet potatoes?,NUTRITION_LOOKUP
What is the total omega-6 fatty acids per one piece of black beans?,NUTRITION_LOOKUP
What role does the fiber in chia seeds play for people with high cholesterol?,BOTH
How does diet affect anemia?,HEALTH_ADVICE
What foods should people with type 1 diabetes avoid?,HEALTH_ADVICE
Is mushrooms good for heart disease? How much carbohydrates does it contain?,BOTH
How does eating dark chocolate affect GERD given its high total fat content?,BOTH
Is duck high in phosphorus?,NUTRITION_LOOKUP
How rich is whole milk in cholesterol?,NUTRITION_LOOKUP
Is a low-carb diet good for elevated LDL cholesterol?,HEALTH_ADVICE
Which foods are beneficial for people with irritable bowel syndrome?,HEALTH_ADVICE
Best foods for managing GERD?,HEALTH_ADVICE
Can the vitamin D in sunflower seeds benefit anxiety patients?,BOTH
Should someone with cardiovascular disease limit dairy intake?,HEALTH_ADVICE
Which foods are beneficial for people with acid reflux?,HEALTH_ADVICE
What are the protein levels in cottage cheese?,NUTRITION_LOOKUP
What should I eat if I have iron-deficiency anemia?,HEALTH_ADVICE
Is the calories content of turkey breast beneficial or harmful for kidney disease?,BOTH
Is a low-carb diet good for anemia?,HEALTH_ADVICE
What is the zinc macro for mango?,NUTRITION_LOOKUP
What makes kidney beans suitable or unsuitable for high cholesterol based on its vitamin C?,BOTH
How much cholesterol is in one cup of tilapia and is that good for gout attacks?,BOTH
How much omega-6 fatty acids is in one serving of mozzarella and is that good for insomnia?,BOTH
Is pork loin good for gout? How much omega-3 fatty acids does it contain?,BOTH
Can eating cabbage help with gout attacks?,HEALTH_ADVICE
What eating habits help manage hypothyroidism?,HEALTH_ADVICE
What is the vitamin A macro for turkey breast?,NUTRITION_LOOKUP
How rich is dark chocolate in phosphorus?,NUTRITION_LOOKUP
Is one serving of brown rice too much zinc for a gluten intolerance patient?,BOTH
How does eating cottage cheese affect arthritis given its high calcium content?,BOTH
What should I eat if I have high cholesterol?,HEALTH_ADVICE
How many potassium are in a small bowl of duck?,NUTRITION_LOOKUP
What is the total omega-6 fatty acids per a medium portion of tilapia?,NUTRITION_LOOKUP
What is the vitamin B12 content of tempeh?,NUTRITION_LOOKUP
How does diet affect low blood pressure?,HEALTH_ADVICE
What is the total saturated fat per a small bowl of kale?,NUTRITION_LOOKUP
What eating habits help manage kidney disease?,HEALTH_ADVICE
What is the folate macro for olive oil?,NUTRITION_LOOKUP
Should someone with insomnia eat crab given its vitamin B12 content?,BOTH
What is the protein breakdown for grapes?,NUTRITION_LOOKUP
What is the nutritional value of beets in terms of vitamin A?,NUTRITION_LOOKUP
What vegetables are recommended for inflammatory bowel disease?,HEALTH_ADVICE
How much saturated fat does sardines contain per serving?,NUTRITION_LOOKUP
Diet recommendations for hypertension patients?,HEALTH_ADVICE
How does eating whole wheat bread affect depression given its high zinc content?,BOTH
What vegetables are recommended for osteoporosis?,HEALTH_ADVICE
How should someone with depression adjust their diet?,HEALTH_ADVICE
How much niacin is in 100g of edamame and is that good for hypothyroidism?,BOTH
What proteins are best for a person with PCOS?,HEALTH_ADVICE
Is peanut butter recommended for iron-deficiency anemia? What is its phosphorus content per serving?,BOTH
How many protein calories does plain yogurt have?,NUTRITION_LOOKUP
What is the best diet for controlling hyperthyroidism?,HEALTH_ADVICE
Best foods for managing diabetes?,HEALTH_ADVICE
What proteins are best for a person with fatty liver disease?,HEALTH_ADVICE
How does eating mushrooms affect gluten intolerance given its high carbohydrates content?,BOTH
Is it safe to eat bell peppers with fatty liver disease?,HEALTH_ADVICE
What is the exact vitamin D in one tablespoon cabbage?,NUTRITION_LOOKUP
What is the exact vitamin C in one piece tilapia?,NUTRITION_LOOKUP
What role does the vitamin C in spinach play for people with celiac disease?,BOTH
Is one piece of pumpkin seeds too much zinc for a low blood pressure patient?,BOTH
Diet recommendations for high cholesterol patients?,HEALTH_ADVICE
What fruits are safe for gluten intolerance patients?,HEALTH_ADVICE
What vegetables are recommended for GERD?,HEALTH_ADVICE
What is the total cholesterol per half a cup of watermelon?,NUTRITION_LOOKUP
How many zinc calories does cottage cheese have?,NUTRITION_LOOKUP
What is the omega-6 fatty acids breakdown for dark chocolate?,NUTRITION_LOOKUP
Is a low-carb diet good for depression?,HEALTH_ADVICE
Is tomatoes recommended for celiac disease? What is its carbohydrates content per serving?,BOTH
What is the best diet for controlling osteoporosis?,HEALTH_ADVICE
What foods help reduce symptoms of GERD?,HEALTH_ADVICE
What percentage of daily vitamin C is in black beans?,NUTRITION_LOOKUP
Can cheddar cheese help control acid reflux because of its sodium?,BOTH
What is the best diet for controlling hypertension?,HEALTH_ADVICE
What proteins are best for a person with chronic kidney disease?,HEALTH_ADVICE
What are the fiber levels in beef?,NUTRITION_LOOKUP
Can eating tilapia help with elevated LDL cholesterol?,HEALTH_ADVICE
Is peaches good for iron-deficiency anemia? How much niacin does it contain?,BOTH
How rich is black beans in fiber?,NUTRITION_LOOKUP
How many grams of vitamin B12 are in flaxseeds?,NUTRITION_LOOKUP
What is the carbohydrates breakdown for apples?,NUTRITION_LOOKUP
Is a medium portion of white bread too much sodium for a arthritis patient?,BOTH
"For diabetes management, how much olive oil can I eat given its niacin content?",BOTH
How much sugar is in one tablespoon of cheddar cheese and is that good for polycystic ovary syndrome?,BOTH
What is the protein in spinach and is it good for diabetes?,BOTH
Is apples a good source of cholesterol for people with iron-deficiency anemia?,BOTH
Is skim milk recommended or not recommended for obesity?,HEALTH_ADVICE
What is the sodium content of white rice?,NUTRITION_LOOKUP
Give me the cholesterol value for a handful of of dark chocolate.,NUTRITION_LOOKUP
Is the zinc level in sardines appropriate for someone with gout?,BOTH
What eating habits help manage type 1 diabetes?,HEALTH_ADVICE
How many phosphorus calories does kale have?,NUTRITION_LOOKUP
Does zucchini have a lot of potassium?,NUTRITION_LOOKUP
Is carrots recommended for inflammatory bowel disease? What is its fiber content per serving?,BOTH
How many magnesium are in quinoa and is it safe for cardiovascular disease?,BOTH
Give me the total fat value for 100 grams of sunflower seeds.,NUTRITION_LOOKUP
How does the potassium in quinoa compare to the daily requirement?,NUTRITION_LOOKUP
I need the phosphorus count for cucumber.,NUTRITION_LOOKUP
How much vitamin C is there in half a cup of cottage cheese?,NUTRITION_LOOKUP
What is the nutritional value of chia seeds in terms of carbohydrates?,NUTRITION_LOOKUP
How much vitamin D is there in 200 calories worth of onions?,NUTRITION_LOOKUP
Is a low-carb diet good for osteoporosis?,HEALTH_ADVICE
Can the phosphorus in avocado benefit low blood pressure patients?,BOTH
Can eating pineapple help with lactose intolerance?,HEALTH_ADVICE
Are grains good for someone with arthritis?,HEALTH_ADVICE
How rich is chickpeas in omega-6 fatty acids?,NUTRITION_LOOKUP
Can avocado help control anxiety because of its fiber?,BOTH
"For PCOS management, how much lobster can I eat given its vitamin D content?",BOTH
What makes broccoli suitable or unsuitable for type 1 diabetes based on its total fat?,BOTH
What is the omega-6 fatty acids breakdown for mango?,NUTRITION_LOOKUP
Is tofu a good source of selenium for people with fatty liver disease?,BOTH
"For obesity management, how much tofu can I eat given its carbohydrates content?",BOTH
Which foods are beneficial for people with chronic kidney disease?,HEALTH_ADVICE
Which foods are beneficial for people with kidney disease?,HEALTH_ADVICE
What is the total vitamin A per a handful of of shrimp?,NUTRITION_LOOKUP
What is the niacin in pasta and is it good for depression?,BOTH
Can eating peanut butter help with gout?,HEALTH_ADVICE
Is peanuts recommended or not recommended for osteoporosis?,HEALTH_ADVICE
What are the selenium levels in pork loin?,NUTRITION_LOOKUP
How many calories are in one ounce of kale?,NUTRITION_LOOKUP
What dietary changes help with GERD?,HEALTH_ADVICE
Should someone with anemia eat apples given its omega-3 fatty acids content?,BOTH
What is the total omega-6 fatty acids per half a cup of cucumber?,NUTRITION_LOOKUP
What foods help reduce symptoms of cardiovascular disease?,HEALTH_ADVICE
What is the exact riboflavin in one cup skim milk?,NUTRITION_LOOKUP
What foods help reduce symptoms of low blood pressure?,HEALTH_ADVICE
Diet recommendations for hypothyroidism patients?,HEALTH_ADVICE
How does onions's thiamine level relate to obesity?,BOTH
What is the exact sodium in 200 calories worth mozzarella?,NUTRITION_LOOKUP
Is the calcium level in blueberries appropriate for someone with acid reflux?,BOTH
How does diet affect chronic kidney disease?,HEALTH_ADVICE
What is the total phosphorus per one ounce of asparagus?,NUTRITION_LOOKUP
How many sodium are in two tablespoons of apples?,NUTRITION_LOOKUP
How much fiber does tilapia contain per serving?,NUTRITION_LOOKUP
Can osteoporosis patients eat bell peppers? What is the cholesterol content?,BOTH
How many grams of omega-3 fatty acids are in whole wheat bread?,NUTRITION_LOOKUP
What is the total fat macro for mozzarella?,NUTRITION_LOOKUP
Is whole wheat bread recommended for high cholesterol? What is its niacin content per serving?,BOTH
How does eating mushrooms affect anemia given its high carbohydrates content?,BOTH
What is the carbohydrates macro for kiwi?,NUTRITION_LOOKUP
Can irritable bowel syndrome patients eat whole wheat bread? What is the vitamin C content?,BOTH
Does pineapple have enough vitamin B12 to help with GERD?,BOTH
Is sunflower seeds good for obesity? How much sodium does it contain?,BOTH
Is sweet potatoes recommended or not recommended for polycystic ovary syndrome?,HEALTH_ADVICE
Is the phosphorus content of sardines beneficial or harmful for low blood pressure?,BOTH
How much vitamin A does tofu contain per serving?,NUTRITION_LOOKUP
How many thiamine are in a medium portion of duck?,NUTRITION_LOOKUP
What is the vitamin C content of onions?,NUTRITION_LOOKUP
What is the best diet for controlling GERD?,HEALTH_ADVICE
How much niacin is there in a 150g portion of bananas?,NUTRITION_LOOKUP
Is the calcium level in salmon appropriate for someone with kidney disease?,BOTH
What is a healthy diet for someone with insomnia?,HEALTH_ADVICE
What is the folate in broccoli and is it good for fatty liver disease?,BOTH
Is a low-carb diet good for insomnia?,HEALTH_ADVICE
What is the total vitamin C per 200 calories worth of Greek yogurt?,NUTRITION_LOOKUP
Is one cup of pumpkin seeds too much total fat for a gastritis patient?,BOTH
Can oats help control gastritis because of its vitamin C?,BOTH
How many folate are in a 150g portion of bananas?,NUTRITION_LOOKUP
Should someone with type 2 diabetes eat tofu given its total fat content?,BOTH
What role does the saturated fat in lobster play for people with low blood pressure?,BOTH
Should I avoid cauliflower if I have anxiety?,HEALTH_ADVICE
What dietary changes help with fatty liver disease?,HEALTH_ADVICE
What is the exact sugar in 100g dark chocolate?,NUTRITION_LOOKUP
What vegetables are recommended for insomnia?,HEALTH_ADVICE
Which foods are beneficial for people with elevated LDL cholesterol?,HEALTH_ADVICE
What vegetables are recommended for gout attacks?,HEALTH_ADVICE
Is oranges recommended or not recommended for obesity?,HEALTH_ADVICE
How does eating sardines affect PCOS given its high sugar content?,BOTH
What is the exact iron in 100 grams potatoes?,NUTRITION_LOOKUP
How many riboflavin are in a 3-ounce portion of lobster?,NUTRITION_LOOKUP
Diet recommendations for lactose intolerance patients?,HEALTH_ADVICE
How does skim milk's cholesterol level relate to gestational diabetes?,BOTH
How much thiamine is in a handful of of cheddar cheese and is that good for irritable bowel syndrome?,BOTH
Are there foods that worsen hypertension?,HEALTH_ADVICE
Is cashews high in phosphorus and beneficial for gastritis?,BOTH
How much phosphorus does butter contain per serving?,NUTRITION_LOOKUP
How much calories is there in a small bowl of asparagus?,NUTRITION_LOOKUP
Does soybeans have a lot of fiber?,NUTRITION_LOOKUP
What is the selenium macro for green peas?,NUTRITION_LOOKUP
Does broccoli have enough potassium to help with inflammatory bowel disease?,BOTH
"For rheumatoid arthritis management, how much pumpkin seeds can I eat given its carbohydrates content?",BOTH
Can PCOS patients eat tuna? What is the saturated fat content?,BOTH
What proteins are best for a person with hypothyroidism?,HEALTH_ADVICE
What is the nutritional value of duck in terms of niacin?,NUTRITION_LOOKUP
What role does the selenium in apples play for people with GERD?,BOTH
Can quinoa help control rheumatoid arthritis because of its protein?,BOTH
Can people with lactose intolerance eat skim milk?,HEALTH_ADVICE
What role does the folate in soybeans play for people with depression?,BOTH
What is the nutritional value of lobster in terms of phosphorus?,NUTRITION_LOOKUP
Should someone with coronary artery disease limit dairy intake?,HEALTH_ADVICE
What dietary changes help with hyperthyroidism?,HEALTH_ADVICE
Is the calories level in zucchini appropriate for someone with hypothyroidism?,BOTH
How does carrots's omega-3 fatty acids level relate to gout?,BOTH
What is the total sodium per half a cup of bell peppers?,NUTRITION_LOOKUP
Is the selenium level in pineapple appropriate for someone with diabetes?,BOTH
How does eating cashews affect diabetes given its high cholesterol content?,BOTH
Is flaxseeds recommended for GERD? What is its vitamin B12 content per serving?,BOTH
Is a low-carb diet good for polycystic ovary syndrome?,HEALTH_ADVICE
Which foods are beneficial for people with obesity?,HEALTH_ADVICE
How much folate does strawberries contain per serving?,NUTRITION_LOOKUP
How does the fiber in peanut butter compare to the daily requirement?,NUTRITION_LOOKUP
Is it safe to eat carrots with diabetes?,HEALTH_ADVICE
What is the best diet for controlling kidney disease?,HEALTH_ADVICE
Can you tell me the cholesterol in 100 grams of cod?,NUTRITION_LOOKUP
"For hypertension management, how much apples can I eat given its omega-3 fatty acids content?",BOTH
Does apples have enough vitamin C to help with diabetes?,BOTH
What should I eat if I have diabetes?,HEALTH_ADVICE
Give me the sodium value for a 3-ounce portion of strawberries.,NUTRITION_LOOKUP
What eating habits help manage irritable bowel syndrome?,HEALTH_ADVICE
Give me the sodium value for one cup of crab.,NUTRITION_LOOKUP
Give me the thiamine value for two tablespoons of olive oil.,NUTRITION_LOOKUP
Is a low-carb diet good for gluten intolerance?,HEALTH_ADVICE
Is the calories content of Greek yogurt beneficial or harmful for inflammatory bowel disease?,BOTH
What is the exact potassium in a 3-ounce portion sardines?,NUTRITION_LOOKUP
Is whole wheat bread recommended or not recommended for hypothyroidism?,HEALTH_ADVICE
Is the riboflavin content of peaches beneficial or harmful for gestational diabetes?,BOTH
How much niacin is there in one piece of garlic?,NUTRITION_LOOKUP
Should I avoid pasta if I have fatty liver disease?,HEALTH_ADVICE
What foods help reduce symptoms of fatty liver disease?,HEALTH_ADVICE
What makes spinach suitable or unsuitable for metabolic syndrome based on its omega-3 fatty acids?,BOTH
Is half a cup of lamb too much iron for a metabolic syndrome patient?,BOTH
What eating habits help manage osteoporosis?,HEALTH_ADVICE
Is it safe to eat cottage cheese with depression?,HEALTH_ADVICE
Can spinach help control type 1 diabetes because of its vitamin C?,BOTH
What is the sodium in carrots and is it good for obesity?,BOTH
What is the cholesterol macro for shrimp?,NUTRITION_LOOKUP
Can you tell me the folate in a small bowl of walnuts?,NUTRITION_LOOKUP
What is the exact sugar in a small bowl broccoli?,NUTRITION_LOOKUP
What makes edamame suitable or unsuitable for coronary artery disease based on its niacin?,BOTH
Diet recommendations for iron-deficiency anemia patients?,HEALTH_ADVICE
Is it safe to eat bananas with gluten intolerance?,HEALTH_ADVICE
How many folate calories does oranges have?,NUTRITION_LOOKUP
Can people with polycystic ovary syndrome eat pumpkin seeds?,HEALTH_ADVICE
Is it safe to eat beets with kidney disease?,HEALTH_ADVICE
What snacks are suitable for someone with GERD?,HEALTH_ADVICE
Is carrots high in vitamin D?,NUTRITION_LOOKUP
Can people with hypertension eat grapes?,HEALTH_ADVICE
What fruits are safe for rheumatoid arthritis patients?,HEALTH_ADVICE
How much vitamin A does salmon contain per serving?,NUTRITION_LOOKUP
Diet recommendations for celiac disease patients?,HEALTH_ADVICE
Is chickpeas good for anemia? How much carbohydrates does it contain?,BOTH
What makes tuna suitable or unsuitable for type 1 diabetes based on its potassium?,BOTH
Should someone with gluten intolerance eat walnuts given its vitamin B12 content?,BOTH
Can you tell me the zinc in half a cup of quinoa?,NUTRITION_LOOKUP
Is shrimp high in vitamin A and beneficial for gestational diabetes?,BOTH
"For rheumatoid arthritis management, how much cod can I eat given its iron content?",BOTH
What role does the selenium in shrimp play for people with hypertension?,BOTH
What is the iron breakdown for sardines?,NUTRITION_LOOKUP
Is the protein level in shrimp appropriate for someone with osteoporosis?,BOTH
How rich is oranges in magnesium?,NUTRITION_LOOKUP
How does diet affect iron-deficiency anemia?,HEALTH_ADVICE
Diet recommendations for chronic kidney disease patients?,HEALTH_ADVICE
Can hyperthyroidism patients eat chia seeds? What is the zinc content?,BOTH
What snacks are suitable for someone with polycystic ovary syndrome?,HEALTH_ADVICE
Is plain yogurt recommended or not recommended for elevated LDL cholesterol?,HEALTH_ADVICE
Is pumpkin seeds high in sugar and beneficial for lactose intolerance?,BOTH
What is the nutritional value of cod in terms of potassium?,NUTRITION_LOOKUP
Is the sugar content of mozzarella beneficial or harmful for type 2 diabetes?,BOTH
What percentage of daily vitamin D is in oats?,NUTRITION_LOOKUP
How should someone with coronary artery disease adjust their diet?,HEALTH_ADVICE
Can onions help control type 1 diabetes because of its calories?,BOTH
What role does the vitamin B12 in beef play for people with high cholesterol?,BOTH
Does zucchini have enough iron to help with GERD?,BOTH
How much niacin is there in a 3-ounce portion of walnuts?,NUTRITION_LOOKUP
Is the iron content of oranges beneficial or harmful for depression?,BOTH
Is the magnesium content of bananas beneficial or harmful for hypertension?,BOTH
Does pinto beans have enough iron to help with acid reflux?,BOTH
How much vitamin A is there in 100 grams of grapes?,NUTRITION_LOOKUP
"For celiac disease management, how much plain yogurt can I eat given its calcium content?",BOTH
Can eating spinach help with type 2 diabetes?,HEALTH_ADVICE
Can pumpkin seeds help control low blood pressure because of its selenium?,BOTH
Can the zinc in cauliflower benefit gestational diabetes patients?,BOTH
Can hypertension patients eat turkey breast? What is the iron content?,BOTH
What is a healthy diet for someone with hypertension?,HEALTH_ADVICE
What is the exact vitamin A in 100g whole milk?,NUTRITION_LOOKUP
What eating habits help manage metabolic syndrome?,HEALTH_ADVICE
What role does the cholesterol in oats play for people with lactose intolerance?,BOTH
Is onions high in niacin and beneficial for cardiovascular disease?,BOTH
What role does the phosphorus in cottage cheese play for people with irritable bowel syndrome?,BOTH
What is the calories content of soybeans?,NUTRITION_LOOKUP
Can iron-deficiency anemia patients eat dark chocolate? What is the cholesterol content?,BOTH
Is turkey breast high in carbohydrates?,NUTRITION_LOOKUP
Should I avoid lamb if I have iron-deficiency anemia?,HEALTH_ADVICE
Are grains good for someone with coronary artery disease?,HEALTH_ADVICE
Is cabbage high in vitamin C and beneficial for GERD?,BOTH
How does the cholesterol in cheddar cheese compare to the daily requirement?,NUTRITION_LOOKUP
Can heart disease patients eat white rice? What is the sugar content?,BOTH
How does eating pineapple affect kidney disease given its high zinc content?,BOTH
Give me the vitamin A value for 100g of almonds.,NUTRITION_LOOKUP
How many saturated fat calories does cod have?,NUTRITION_LOOKUP
What is the exact folate in half a cup whole milk?,NUTRITION_LOOKUP
What is a healthy diet for someone with osteoporosis?,HEALTH_ADVICE
What is the best diet for controlling gestational diabetes?,HEALTH_ADVICE
What is the exact phosphorus in a 3-ounce portion cheddar cheese?,NUTRITION_LOOKUP
How rich is avocado in carbohydrates?,NUTRITION_LOOKUP
I need the selenium count for lentils.,NUTRITION_LOOKUP
Can eating brown rice help with hyperthyroidism?,HEALTH_ADVICE
Can eating tomatoes help with type 2 diabetes?,HEALTH_ADVICE
What percentage of daily total fat is in crab?,NUTRITION_LOOKUP
How much calcium is there in a 150g portion of tofu?,NUTRITION_LOOKUP
Does duck have a lot of vitamin B12?,NUTRITION_LOOKUP
What is a healthy diet for someone with high blood pressure?,HEALTH_ADVICE
What fruits are safe for inflammatory bowel disease patients?,HEALTH_ADVICE
Is it safe to eat chickpeas with elevated LDL cholesterol?,HEALTH_ADVICE
What foods help reduce symptoms of type 1 diabetes?,HEALTH_ADVICE
